Reaction ID,Transcript abundance,Subsystem,Stoichiometry,Lower bound,Upper bound,RegrEx (no hexose uptake),FVA_min (no hexose uptake),FVA_max (no hexose uptake),Parsimonious (no hexose uptake),RegrEx (hexose uptake),Parsimonious (hexose uptake)
ADENYLOSUCCINATE_SYNTHASE_RXN_p_CC_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 GTP_p_CC_d + IMP_p_CC_d + L_ASPARTATE_p_CC_d + 0.1 aGTP_p_CC_d --> ADENYLOSUCC_p_CC_d + 0.2 GDP_p_CC_d + 1.3 PROTON_p_CC_d + Pi_p_CC_d + 0.8 aGDP_p_CC_d,0,10,0,0,-1.64E-11,2.97E-05,0,0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_MC_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 GTP_p_MC_d + IMP_p_MC_d + L_ASPARTATE_p_MC_d + 0.1 aGTP_p_MC_d --> ADENYLOSUCC_p_MC_d + 0.2 GDP_p_MC_d + 1.3 PROTON_p_MC_d + Pi_p_MC_d + 0.8 aGDP_p_MC_d,0,1000,0,0,0,0,0,0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_MC_l,0.373725306,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 GTP_p_MC_l + IMP_p_MC_l + L_ASPARTATE_p_MC_l + 0.1 aGTP_p_MC_l --> ADENYLOSUCC_p_MC_l + 0.2 GDP_p_MC_l + 1.3 PROTON_p_MC_l + Pi_p_MC_l + 0.8 aGDP_p_MC_l,0,1000,0,0,-1.20E-12,0,0,0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_pSE_l,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 GTP_p_pSE_l + IMP_p_pSE_l + L_ASPARTATE_p_pSE_l + 0.1 aGTP_p_pSE_l --> ADENYLOSUCC_p_pSE_l + 0.2 GDP_p_pSE_l + 1.3 PROTON_p_pSE_l + Pi_p_pSE_l + 0.8 aGDP_p_pSE_l,0,60,0,0,-4.38E-12,8.91E-05,0,8.96E-05
ADENYLOSUCCINATE_SYNTHASE_RXN_p_SE_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 GTP_p_SE_d + IMP_p_SE_d + L_ASPARTATE_p_SE_d + 0.1 aGTP_p_SE_d --> ADENYLOSUCC_p_SE_d + 0.2 GDP_p_SE_d + 1.3 PROTON_p_SE_d + Pi_p_SE_d + 0.8 aGDP_p_SE_d,0,50,0,0,-1.66E-10,0,0,0
ADENYLOSUCCINATE_SYNTHASE_RXN_p_SE_l,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.9 GTP_p_SE_l + IMP_p_SE_l + L_ASPARTATE_p_SE_l + 0.1 aGTP_p_SE_l --> ADENYLOSUCC_p_SE_l + 0.2 GDP_p_SE_l + 1.3 PROTON_p_SE_l + Pi_p_SE_l + 0.8 aGDP_p_SE_l,0,50,0,0,6.06E-05,0,0,0
ADP_c_CC_SE_d,,,ADP_c_CC_d --> ADP_c_SE_d,0,10,0,0,0,0,0,0
ADP_c_CC_SE_l,,,ADP_c_CC_l --> ADP_c_SE_l,0,10,0,0,0,0,0,0
ADP_c_SE_pSE_d,,,ADP_c_SE_d --> ADP_c_pSE_d,0,50,0,0,-1.55E-11,0,0,0
ADP_c_SE_pSE_l,,,ADP_c_SE_l --> ADP_c_pSE_l,0,50,0,9.99E-11,0,0,0,0
ADP_pc_CC_d,,,0.8 ADP_p_CC_d + 0.5 PROTON_c_CC_d + 0.2 aADP_p_CC_d <=> 0.5 ADP_c_CC_d + 0.2 PROTON_p_CC_d + 0.5 aADP_c_CC_d,-10,10,0,-10,-1.65E-11,0,0,0
ADP_pc_CC_l,,,0.8 ADP_p_CC_l + 0.5 PROTON_c_CC_l + 0.2 aADP_p_CC_l <=> 0.5 ADP_c_CC_l + 0.2 PROTON_p_CC_l + 0.5 aADP_c_CC_l,-10,10,0,-0.212269111,1.68E-11,0,0,0
ADP_pc_MC_d,,,0.8 ADP_p_MC_d + 0.5 PROTON_c_MC_d + 0.2 aADP_p_MC_d <=> 0.5 ADP_c_MC_d + 0.2 PROTON_p_MC_d + 0.5 aADP_c_MC_d,-1000,1000,0,-1000,1.06E-10,0,0,0
ADP_pc_MC_l,,,0.8 ADP_p_MC_l + 0.5 PROTON_c_MC_l + 0.2 aADP_p_MC_l <=> 0.5 ADP_c_MC_l + 0.2 PROTON_p_MC_l + 0.5 aADP_c_MC_l,-1000,1000,0,-0.078464119,-2.47E-11,0,0,0
ADP_pc_pSE_d,,,0.8 ADP_p_pSE_d + 0.5 PROTON_c_pSE_d + 0.2 aADP_p_pSE_d <=> 0.5 ADP_c_pSE_d + 0.2 PROTON_p_pSE_d + 0.5 aADP_c_pSE_d,-60,60,0,-60,-1.78E-11,0,0,0
ADP_pc_pSE_l,,,0.8 ADP_p_pSE_l + 0.5 PROTON_c_pSE_l + 0.2 aADP_p_pSE_l <=> 0.5 ADP_c_pSE_l + 0.2 PROTON_p_pSE_l + 0.5 aADP_c_pSE_l,-60,60,0,5.37E-11,-1.26E-11,0,0,0
ADP_pc_SE_d,,,0.8 ADP_p_SE_d + 0.5 PROTON_c_SE_d + 0.2 aADP_p_SE_d <=> 0.5 ADP_c_SE_d + 0.2 PROTON_p_SE_d + 0.5 aADP_c_SE_d,-50,50,0,-50,-1.79E-11,0,0,0
ADP_pc_SE_l,,,0.8 ADP_p_SE_l + 0.5 PROTON_c_SE_l + 0.2 aADP_p_SE_l <=> 0.5 ADP_c_SE_l + 0.2 PROTON_p_SE_l + 0.5 aADP_c_SE_l,-50,50,0,-0.21226911,-1.17E-11,0,0,0
ADPREDUCT_RXN_p_CC_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_CC_d + 0.01 PROTON_p_CC_d + Red_Thioredoxin_p_CC_d + 0.2 aADP_p_CC_d --> 0.79 DADP_p_CC_d + Ox_Thioredoxin_p_CC_d + WATER_p_CC_d + 0.21 aDADP_p_CC_d,0,10,0,0,0,0,0,0
ADPREDUCT_RXN_p_CC_l,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_CC_l + 0.01 PROTON_p_CC_l + Red_Thioredoxin_p_CC_l + 0.2 aADP_p_CC_l --> 0.79 DADP_p_CC_l + Ox_Thioredoxin_p_CC_l + WATER_p_CC_l + 0.21 aDADP_p_CC_l,0,10,0,0,0,0,0,0
ADPREDUCT_RXN_p_MC_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_MC_d + 0.01 PROTON_p_MC_d + Red_Thioredoxin_p_MC_d + 0.2 aADP_p_MC_d --> 0.79 DADP_p_MC_d + Ox_Thioredoxin_p_MC_d + WATER_p_MC_d + 0.21 aDADP_p_MC_d,0,1000,0,0,0,0,0,0
ADPREDUCT_RXN_p_MC_l,0.373725306,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_MC_l + 0.01 PROTON_p_MC_l + Red_Thioredoxin_p_MC_l + 0.2 aADP_p_MC_l --> 0.79 DADP_p_MC_l + Ox_Thioredoxin_p_MC_l + WATER_p_MC_l + 0.21 aDADP_p_MC_l,0,1000,0,0,0,0,0,0
ADPREDUCT_RXN_p_pSE_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_pSE_d + 0.01 PROTON_p_pSE_d + Red_Thioredoxin_p_pSE_d + 0.2 aADP_p_pSE_d --> 0.79 DADP_p_pSE_d + Ox_Thioredoxin_p_pSE_d + WATER_p_pSE_d + 0.21 aDADP_p_pSE_d,0,60,0,0,0,0,0,0
ADPREDUCT_RXN_p_pSE_l,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_pSE_l + 0.01 PROTON_p_pSE_l + Red_Thioredoxin_p_pSE_l + 0.2 aADP_p_pSE_l --> 0.79 DADP_p_pSE_l + Ox_Thioredoxin_p_pSE_l + WATER_p_pSE_l + 0.21 aDADP_p_pSE_l,0,60,0,0,0,0,0,0
ADPREDUCT_RXN_p_SE_d,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_SE_d + 0.01 PROTON_p_SE_d + Red_Thioredoxin_p_SE_d + 0.2 aADP_p_SE_d --> 0.79 DADP_p_SE_d + Ox_Thioredoxin_p_SE_d + WATER_p_SE_d + 0.21 aDADP_p_SE_d,0,50,0,0,0,0,0,0
ADPREDUCT_RXN_p_SE_l,,adenosinenucleotidesless_thanigreater_thandenovoless_than/igreater_thanbiosynthesis,0.8 ADP_p_SE_l + 0.01 PROTON_p_SE_l + Red_Thioredoxin_p_SE_l + 0.2 aADP_p_SE_l --> 0.79 DADP_p_SE_l + Ox_Thioredoxin_p_SE_l + WATER_p_SE_l + 0.21 aDADP_p_SE_l,0,50,0,0,0,0,0,0
aDTDP_c_CC_SE_d,,,aDTDP_c_CC_d <=> aDTDP_c_SE_d,-10,10,0,0,0,0,0,0
aDTDP_c_CC_SE_l,,,aDTDP_c_CC_l <=> aDTDP_c_SE_l,-10,10,0,0,0,0,0,0
aDTDP_c_SE_pSE_d,,,aDTDP_c_SE_d --> aDTDP_c_pSE_d,0,50,0,0,0,0,0,0
aDTDP_c_SE_pSE_l,,,aDTDP_c_SE_l --> aDTDP_c_pSE_l,0,50,0,0,0,0,0,0
aDTTP_c_CC_SE_d,,,aDTTP_c_CC_d --> aDTTP_c_SE_d,0,10,0,0,0,0,0,0
aDTTP_c_CC_SE_l,,,aDTTP_c_CC_l --> aDTTP_c_SE_l,0,10,0,0,0,0,0,0
aDTTP_c_SE_pSE_d,,,aDTTP_c_SE_d --> aDTTP_c_pSE_d,0,50,0,0,0,0,0,0
aDTTP_c_SE_pSE_l,,,aDTTP_c_SE_l --> aDTTP_c_pSE_l,0,50,0,0,0,0,0,0
aGDP_c_CC_SE_d,,,aGDP_c_CC_d --> aGDP_c_SE_d,0,10,0,0,0,0,0,0
aGDP_c_CC_SE_l,,,aGDP_c_CC_l --> aGDP_c_SE_l,0,10,0,0,0,0,0,0
aGDP_c_SE_pSE_d,,,aGDP_c_SE_d --> aGDP_c_pSE_d,0,50,0,4.07E-11,8.82E-11,0,0,0
aGDP_c_SE_pSE_l,,,aGDP_c_SE_l --> aGDP_c_pSE_l,0,50,0,4.44E-11,-6.24E-11,0,0,0
aGMP_c_CC_SE_d,,,aGMP_c_CC_d --> aGMP_c_SE_d,0,10,0,0,0,0,0,0
aGMP_c_CC_SE_l,,,aGMP_c_CC_l --> aGMP_c_SE_l,0,10,0,0,0,0,0,0
aGMP_c_SE_pSE_d,,,aGMP_c_SE_d --> aGMP_c_pSE_d,0,50,0,1.20E-12,0,0,0,0
aGMP_c_SE_pSE_l,,,aGMP_c_SE_l --> aGMP_c_pSE_l,0,50,0,0,0,0,0,0
aGTP_c_CC_SE_d,,,aGTP_c_CC_d --> aGTP_c_SE_d,0,10,0,0,0,0,0,0
aGTP_c_CC_SE_l,,,aGTP_c_CC_l --> aGTP_c_SE_l,0,10,0,0,0,0,0,0
aGTP_c_SE_pSE_d,,,aGTP_c_SE_d --> aGTP_c_pSE_d,0,50,0,0,-6.62E-12,0,0,0
aGTP_c_SE_pSE_l,,,aGTP_c_SE_l --> aGTP_c_pSE_l,0,50,0,0,-5.30E-12,0,0,0
aHOMOGENTISATE_c_CC_SE_d,,,aHOMOGENTISATE_c_CC_d <=> aHOMOGENTISATE_c_SE_d,-10,10,0,0,0,0,0,0
aHOMOGENTISATE_c_CC_SE_l,,,aHOMOGENTISATE_c_CC_l <=> aHOMOGENTISATE_c_SE_l,-10,10,0,0,0,0,0,0
aHOMOGENTISATE_c_SE_pSE_d,,,aHOMOGENTISATE_c_SE_d --> aHOMOGENTISATE_c_pSE_d,0,50,0,0,0,0,0,0
aHOMOGENTISATE_c_SE_pSE_l,,,aHOMOGENTISATE_c_SE_l --> aHOMOGENTISATE_c_pSE_l,0,50,0,0,0,0,0,0
aHS_c_CC_SE_d,,,aHS_c_CC_d <=> aHS_c_SE_d,-10,10,0,0,2.91E-12,0,0,0
aHS_c_CC_SE_l,,,aHS_c_CC_l <=> aHS_c_SE_l,-10,10,0,1.66E-12,-6.62E-12,0,0,0
aHS_c_SE_pSE_d,,,aHS_c_SE_d --> aHS_c_pSE_d,0,50,0,0,0,0,0,0
aHS_c_SE_pSE_l,,,aHS_c_SE_l --> aHS_c_pSE_l,0,50,0,0,-4.07E-11,0,0,0
AICARSYN_RXN_p_CC_d,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_CC_d --> AICAR_p_CC_d + FUM_p_CC_d,0,10,0,0,0,0,0,0
AICARSYN_RXN_p_CC_l,0.01827704,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_CC_l --> AICAR_p_CC_l + FUM_p_CC_l,0,10,0,0,1.14E-11,0,0,0
AICARSYN_RXN_p_MC_d,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_MC_d --> AICAR_p_MC_d + FUM_p_MC_d,0,1000,0,0,0,0,0,0
AICARSYN_RXN_p_MC_l,0.373725306,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_MC_l --> AICAR_p_MC_l + FUM_p_MC_l,0,1000,0,0,0,0,0,0
AICARSYN_RXN_p_pSE_d,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_pSE_d --> AICAR_p_pSE_d + FUM_p_pSE_d,0,60,0,0,0,0,0,0
AICARSYN_RXN_p_pSE_l,0.01827704,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_pSE_l --> AICAR_p_pSE_l + FUM_p_pSE_l,0,60,0,0,0,0,0,0
AICARSYN_RXN_p_SE_d,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_SE_d --> AICAR_p_SE_d + FUM_p_SE_d,0,50,0,0,0,0,0,0
AICARSYN_RXN_p_SE_l,0.01827704,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",P_RIBOSYL_4_SUCCCARB_AMINOIMIDAZOLE_p_SE_l --> AICAR_p_SE_l + FUM_p_SE_l,0,50,0,0,0,0,0,0
AICARTRANSFORM_RXN_p_CC_d,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",10_FORMYL_THF_p_CC_d + AICAR_p_CC_d --> PHOSPHORIBOSYL_FORMAMIDO_CARBOXAMIDE_p_CC_d + THF_p_CC_d,0,10,0,0,-2.74E-11,2.97E-05,0,0
AICARTRANSFORM_RXN_p_MC_d,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",10_FORMYL_THF_p_MC_d + AICAR_p_MC_d --> PHOSPHORIBOSYL_FORMAMIDO_CARBOXAMIDE_p_MC_d + THF_p_MC_d,0,1000,0,0,5.58E-12,0,0,0
AICARTRANSFORM_RXN_p_MC_l,0.373725306,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",10_FORMYL_THF_p_MC_l + AICAR_p_MC_l --> PHOSPHORIBOSYL_FORMAMIDO_CARBOXAMIDE_p_MC_l + THF_p_MC_l,0,1000,0,0,0,0,0,0
AICARTRANSFORM_RXN_p_pSE_l,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",10_FORMYL_THF_p_pSE_l + AICAR_p_pSE_l --> PHOSPHORIBOSYL_FORMAMIDO_CARBOXAMIDE_p_pSE_l + THF_p_pSE_l,0,60,0,0,-4.43E-12,8.91E-05,0,8.96E-05
AICARTRANSFORM_RXN_p_SE_d,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",10_FORMYL_THF_p_SE_d + AICAR_p_SE_d --> PHOSPHORIBOSYL_FORMAMIDO_CARBOXAMIDE_p_SE_d + THF_p_SE_d,0,50,0,0,2.02E-05,0,0,0
AICARTRANSFORM_RXN_p_SE_l,,"inosine-5&apos;-phosphatebiosynthesisII, inosine-5&apos;-phosphatebiosynthesisI",10_FORMYL_THF_p_SE_l + AICAR_p_SE_l --> PHOSPHORIBOSYL_FORMAMIDO_CARBOXAMIDE_p_SE_l + THF_p_SE_l,0,50,0,0,6.06E-05,0,0,0
aIMP_c_CC_SE_d,,,aIMP_c_CC_d <=> aIMP_c_SE_d,-10,10,0,0,0,0,0,0
aIMP_c_CC_SE_l,,,aIMP_c_CC_l <=> aIMP_c_SE_l,-10,10,0,1.94E-11,0,0,0,0
aIMP_c_SE_pSE_d,,,aIMP_c_SE_d --> aIMP_c_pSE_d,0,50,0,0,0,0,0,0
aIMP_c_SE_pSE_l,,,aIMP_c_SE_l --> aIMP_c_pSE_l,0,50,0,1.95E-11,0,0,0,0
AIRCARBOXY_RXN_p_CC_d,,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_d + HCO3_p_CC_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_d --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_CC_d + 0.34 PROTON_p_CC_d + WATER_p_CC_d + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_CC_d,0,10,0,0,0,0,0,0
AIRCARBOXY_RXN_p_CC_l,,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_l + HCO3_p_CC_l + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_l --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_CC_l + 0.34 PROTON_p_CC_l + WATER_p_CC_l + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_CC_l,0,10,0,0,0,0,0,0
AIRCARBOXY_RXN_p_MC_d,,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_d + HCO3_p_MC_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_d --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_MC_d + 0.34 PROTON_p_MC_d + WATER_p_MC_d + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_MC_d,0,1000,0,0,1.11E-12,0,0,0
AIRCARBOXY_RXN_p_MC_l,0.373725306,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_l + HCO3_p_MC_l + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_l --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_MC_l + 0.34 PROTON_p_MC_l + WATER_p_MC_l + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_MC_l,0,1000,0,0,0,0,0,0
AIRCARBOXY_RXN_p_pSE_d,,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_d + HCO3_p_pSE_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_d --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_pSE_d + 0.34 PROTON_p_pSE_d + WATER_p_pSE_d + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_pSE_d,0,60,0,0,0,0,0,0
AIRCARBOXY_RXN_p_pSE_l,,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_l + HCO3_p_pSE_l + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_l --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_pSE_l + 0.34 PROTON_p_pSE_l + WATER_p_pSE_l + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_pSE_l,0,60,0,0,0,0,0,0
AIRCARBOXY_RXN_p_SE_d,,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_SE_d + HCO3_p_SE_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_SE_d --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_SE_d + 0.34 PROTON_p_SE_d + WATER_p_SE_d + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_SE_d,0,50,0,0,0,0,0,0
AIRCARBOXY_RXN_p_SE_l,,inosine-5&apos;-phosphatebiosynthesisII,0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_SE_l + HCO3_p_SE_l + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_SE_l --> 0.88 PHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_SE_l + 0.34 PROTON_p_SE_l + WATER_p_SE_l + 0.12 aPHOSPHORIBOSYL_CARBOXY_AMINOIMIDAZOLE_p_SE_l,0,50,0,0,0,0,0,0
AIRS_RXN_p_CC_d,,5-aminoimidazoleribonucleotidebiosynthesisII,0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_CC_d + 0.9 ATP_p_CC_d + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_CC_d + 0.1 aATP_p_CC_d --> 0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_d + 0.8 ADP_p_CC_d + 0.64 PROTON_p_CC_d + Pi_p_CC_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_d + 0.2 aADP_p_CC_d,0,10,0,0,0,0,0,0
AIRS_RXN_p_CC_l,,5-aminoimidazoleribonucleotidebiosynthesisII,0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_CC_l + 0.9 ATP_p_CC_l + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_CC_l + 0.1 aATP_p_CC_l --> 0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_l + 0.8 ADP_p_CC_l + 0.64 PROTON_p_CC_l + Pi_p_CC_l + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_CC_l + 0.2 aADP_p_CC_l,0,10,0,0,-1.53E-12,0,0,0
AIRS_RXN_p_MC_d,,5-aminoimidazoleribonucleotidebiosynthesisII,0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_MC_d + 0.9 ATP_p_MC_d + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_MC_d + 0.1 aATP_p_MC_d --> 0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_d + 0.8 ADP_p_MC_d + 0.64 PROTON_p_MC_d + Pi_p_MC_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_d + 0.2 aADP_p_MC_d,0,1000,0,0,1.06E-12,0,0,0
AIRS_RXN_p_MC_l,0.373725306,5-aminoimidazoleribonucleotidebiosynthesisII,0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_MC_l + 0.9 ATP_p_MC_l + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_MC_l + 0.1 aATP_p_MC_l --> 0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_l + 0.8 ADP_p_MC_l + 0.64 PROTON_p_MC_l + Pi_p_MC_l + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_MC_l + 0.2 aADP_p_MC_l,0,1000,0,0,0,0,0,0
AIRS_RXN_p_pSE_d,,5-aminoimidazoleribonucleotidebiosynthesisII,0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_pSE_d + 0.9 ATP_p_pSE_d + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_pSE_d + 0.1 aATP_p_pSE_d --> 0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_d + 0.8 ADP_p_pSE_d + 0.64 PROTON_p_pSE_d + Pi_p_pSE_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_d + 0.2 aADP_p_pSE_d,0,60,0,0,0,0,0,0
AIRS_RXN_p_pSE_l,,5-aminoimidazoleribonucleotidebiosynthesisII,0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_pSE_l + 0.9 ATP_p_pSE_l + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_pSE_l + 0.1 aATP_p_pSE_l --> 0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_l + 0.8 ADP_p_pSE_l + 0.64 PROTON_p_pSE_l + Pi_p_pSE_l + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_pSE_l + 0.2 aADP_p_pSE_l,0,60,0,0,0,0,0,0
AIRS_RXN_p_SE_d,,5-aminoimidazoleribonucleotidebiosynthesisII,0.8 5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_SE_d + 0.9 ATP_p_SE_d + 0.2 a5_PHOSPHORIBOSYL_N_FORMYLGLYCINEAMIDINE_p_SE_d + 0.1 aATP_p_SE_d --> 0.54 5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_SE_d + 0.8 ADP_p_SE_d + 0.64 PROTON_p_SE_d + Pi_p_SE_d + 0.46 a5_PHOSPHORIBOSYL_5_AMINOIMIDAZOLE_p_SE_d + 0.2 aADP_p_SE_d,0,50,0,0,0,0,0,0
